,Energy_Consumption,Session_Count,Day_of_Week,Hour_of_Day,Month_of_Year,Year,Day/Night,IsHoliday,Weekend,HourSin,HourCos,DayOfWeekSin,DayOfWeekCos,MonthOfYearSin,MonthOfYearCos,Season,Energy_Consumption_1h,Energy_Consumption_6h,Energy_Consumption_12h,Energy_Consumption_24h,Energy_Consumption_1w,Energy_Consumption_rolling
2022-03-09 07:00:00,1.3918953594176524,1,2,7,3,2022,True,0,0,0.9659258262890683,-0.25881904510252063,0.9749279121818236,-0.22252093395631434,1.0,6.123233995736766e-17,Spring,0.9651046405823476,5.9006646284726845,17.237839257609952,0.0,2.5358024691358025,16.054750000000002
2022-03-09 08:00:00,0.0,0,2,8,3,2022,True,0,0,0.8660254037844388,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,1.0,6.123233995736766e-17,Spring,1.3918953594176524,5.9006646284726845,10.372719536959591,28.05766096763473,9.331852379090309,14.885680793015219
2022-03-09 09:00:00,11.95300495130746,5,2,9,3,2022,True,0,0,0.7071067811865476,-0.7071067811865475,0.9749279121818236,-0.22252093395631434,1.0,6.123233995736766e-17,Spring,0.0,5.9006646284726845,6.620338438694812,30.97400683974904,14.977829007753712,14.093139047663486
2022-03-09 10:00:00,36.72722266744066,8,2,10,3,2022,True,0,0,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434,1.0,6.123233995736766e-17,Spring,11.95300495130746,5.9006646284726845,5.9006646284726845,34.00083047701536,30.995841590391315,14.206738722264541
2022-03-09 11:00:00,40.405817890101055,8,2,11,3,2022,True,0,0,0.258819045102521,-0.9659258262890682,0.9749279121818236,-0.22252093395631434,1.0,6.123233995736766e-17,Spring,36.72722266744066,2.0193385617439854,5.9006646284726845,33.35510072547214,27.10230694173952,14.50051860412408
2022-03-09 12:00:00,29.129634701547403,8,2,12,3,2022,True,0,0,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.22252093395631434,1.0,6.123233995736766e-17,Spring,40.405817890101055,0.9651046405823476,5.9006646284726845,23.30644456354043,21.436707515503706,14.743151526541036
2022-03-09 13:00:00,38.76617202331381,11,2,13,3,2022,True,0,0,-0.2588190451025208,-0.9659258262890683,0.9749279121818236,-0.22252093395631434,1.0,6.123233995736766e-17,Spring,29.129634701547403,1.3918953594176524,5.9006646284726845,41.66590238276298,23.174489833671146,14.622329428230652
2022-03-09 14:00:00,34.40092222839169,9,2,14,3,2022,True,0,0,-0.4999999999999998,-0.8660254037844388,0.9749279121818236,-0.22252093395631434,1.0,6.123233995736766e-17,Spring,38.76617202331381,0.0,5.9006646284726845,35.3325157059388,22.224088654188616,14.583513033332858
2022-03-09 15:00:00,26.49160418432689,8,2,15,3,2022,True,0,0,-0.7071067811865471,-0.7071067811865479,0.9749279121818236,-0.22252093395631434,1.0,6.123233995736766e-17,Spring,34.40092222839169,11.95300495130746,5.9006646284726845,23.292210440691893,18.085012736937436,14.716821105984316
2022-03-09 16:00:00,16.201547987050972,6,2,16,3,2022,True,0,0,-0.8660254037844384,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,1.0,6.123233995736766e-17,Spring,26.49160418432689,36.72722266744066,5.9006646284726845,18.75296649234655,14.49423271822474,14.610512001597
